"","ProbabilityThreshold","Species","Life_Stage","Hydraulic","Node","Scenario","Position","QTarget","HTarget","Calculation"
"1601","High","Chub","Adult","Depth","J01-070","201105_Aliso_Recalibration_Update","slice1",16.08,68.7201703702852,"Q >= newx1High"
"1602","High","Chub","Adult","Depth","J01-070","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1603","Low","Chub","Adult","Velocity","J01-070","201105_Aliso_Recalibration_Update","slice1",0.87,1.02597131877216,"Q >= min_limit & Q <= newx1Low"
"1604","Low","Chub","Adult","Velocity","J01-070","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1605","Med","Chub","Adult","Velocity","J01-070","201105_Aliso_Recalibration_Update","slice1",0.47,0.872194434125789,"Q >= min_limit & Q <= newx1Med"
"1606","Med","Chub","Adult","Velocity","J01-070","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1Med"
"1607","High","Chub","Adult","Velocity","J01-070","201105_Aliso_Recalibration_Update","slice1",0.27,0.740116264117206,"Q >= min_limit & Q <= newx1High"
"1608","High","Chub","Adult","Velocity","J01-070","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1High"
"1609","Low","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice1",35.34,37.6583802620562,"Q >= newx1Low"
"1610","Low","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice2",4.94,37.6583822293064,"Q >= newx1Low"
"1611","Low","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice3",34.5,37.6583823810568,"Q >= newx1Low"
"1612","Low","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1613","Low","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1614","Low","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Low"
"1615","Med","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice1",59.61,53.1892757992691,"Q >= newx1Med"
"1616","Med","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice2",13.74,53.1892758386696,"Q >= newx1Med"
"1617","Med","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice3",58.56,53.1892693607556,"Q >= newx1Med"
"1618","Med","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
"1619","Med","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1620","Med","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Med"
"1621","High","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice1",89.29,68.7252918434396,"Q >= newx1High"
"1622","High","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice2",30.44,68.7201839543034,"Q >= newx1High"
"1623","High","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice3",88.02,68.7203027628925,"Q >= newx1High"
"1624","High","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1625","High","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1High"
"1626","High","Chub","Adult","Depth","J01-080","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1High"
"1627","Low","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice1",5.86,1.02597246709909,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1628","Low","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice2",0.08,1.02597128864591,"Q >= min_limit & Q <= newx1Low"
"1629","Low","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice3",5.57,1.02597534332882,"Q >= min_limit & Q <= newx1Low"
"1630","Low","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice1",7,1.02597246709909,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1631","Low","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1632","Low","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1633","Med","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice1",4.22,0.129681555442637,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1634","Med","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice2",0.05,0.872194433432427,"Q >= min_limit & Q <= newx1Med"
"1635","Med","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice3",3.95,0.129694002732619,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1636","Med","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice1",5.55,0.872196117900077,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1637","Med","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Med"
"1638","Med","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice3",5.31,0.872194834025438,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1639","High","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice1",4.35,0.261771013732674,"Q >= newx1High[1] & Q <= newx1High[2]"
"1640","High","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice2",0.04,0.74011626420999,"Q >= min_limit & Q <= newx1High"
"1641","High","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice3",4.13,0.261772415152545,"Q >= newx1High[1] & Q <= newx1High[2]"
"1642","High","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice1",5.3,0.740118370077953,"Q >= newx1High[1] & Q <= newx1High[2]"
"1643","High","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1High"
"1644","High","Chub","Adult","Velocity","J01-080","201105_Aliso_Recalibration_Update","slice3",5.02,0.740116185087649,"Q >= newx1High[1] & Q <= newx1High[2]"
"1645","Low","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1646","Low","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice2",1.76,37.6583817552691,"Q >= newx1Low"
"1647","Low","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1648","Low","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1649","Med","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1650","Med","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice2",3.42,53.1892764502674,"Q >= newx1Med"
"1651","Med","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1652","Med","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1653","High","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1654","High","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice2",5.56,68.7237573126074,"Q >= newx1High"
"1655","High","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1656","High","Chub","Adult","Depth","J01-090","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1High"
"1657","Low","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1658","Low","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",0.68,1.02597131519621,"Q >= min_limit & Q <= newx1Low"
"1659","Low","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1660","Low","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1661","Med","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1662","Med","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",0.01,0.129694102362666,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1663","Med","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1664","Med","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",0.47,0.872194445010506,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1665","High","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1666","High","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",0.02,0.261772275790701,"Q >= newx1High[1] & Q <= newx1High[2]"
"1667","High","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1668","High","Chub","Adult","Velocity","J01-090","201105_Aliso_Recalibration_Update","slice2",0.29,0.740116261849832,"Q >= newx1High[1] & Q <= newx1High[2]"
"1669","Low","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1670","Low","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice2",6.7,37.6325245172022,"Q >= newx1Low"
"1671","Low","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1672","Low","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1673","Low","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1674","Low","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1675","Med","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1676","Med","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice2",13.51,53.0594977410674,"Q >= newx1Med"
"1677","Med","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1678","Med","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1679","Med","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1680","Med","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1681","High","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1682","High","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q < 0"
"1683","High","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1684","High","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1685","High","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q < 0"
"1686","High","Chub","Adult","Depth","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1687","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1688","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",0.46,1.02597128906673,"Q >= min_limit & Q <= newx1Low"
"1689","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1690","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1691","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1692","Low","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1693","Med","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1694","Med","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",0,0.12969410236517,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1695","Med","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1696","Med","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1697","Med","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",0.32,0.872194466102697,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1698","Med","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1699","High","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1700","High","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",0,0.261772275797953,"Q >= newx1High[1] & Q <= newx1High[2]"
"1701","High","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1702","High","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q < 0"
"1703","High","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice2",0.19,0.740116262572774,"Q >= newx1High[1] & Q <= newx1High[2]"
"1704","High","Chub","Adult","Velocity","J01-091","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q < 0"
"1705","Low","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice1",8.21,37.658379781481,"Q >= newx1Low"
"1706","Low","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice2",5.87,37.6583629558949,"Q >= newx1Low"
"1707","Low","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice3",11.03,37.6583566471301,"Q >= newx1Low"
"1708","Low","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1709","Low","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1710","Low","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Low"
"1711","Med","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice1",14.97,53.1892758336133,"Q >= newx1Med"
"1712","Med","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice2",11.83,53.1892758362648,"Q >= newx1Med"
"1713","Med","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice3",18.63,53.1892758330002,"Q >= newx1Med"
"1714","Med","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
"1715","Med","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Med"
"1716","Med","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Med"
"1717","High","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice1",23.55,68.7202407786708,"Q >= newx1High"
"1718","High","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice2",19.63,68.7203097568634,"Q >= newx1High"
"1719","High","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice3",28.01,68.7204274338562,"Q >= newx1High"
"1720","High","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1High"
"1721","High","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1High"
"1722","High","Chub","Adult","Depth","J01-100","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1High"
"1723","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice1",1.21,1.02597135059281,"Q >= min_limit & Q <= newx1Low"
"1724","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",0.46,1.02597129500823,"Q >= min_limit & Q <= newx1Low"
"1725","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice3",1.97,1.0259714484396,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1726","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1727","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1728","Low","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice3",4.45,1.0259714484396,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1729","Med","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice1",0.14,0.12969405101833,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1730","Med","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",0.04,0.124439213038861,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1731","Med","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice3",0.64,0.129694001217023,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1732","Med","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice1",0.94,0.872194673914603,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1733","Med","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",0.31,0.872194443538511,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1734","Med","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice3",2.63,0.872194436552539,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1735","High","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice1",0.19,0.261772196116429,"Q >= newx1High[1] & Q <= newx1High[2]"
"1736","High","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",0.04,0.267853729442079,"Q >= newx1High[1] & Q <= newx1High[2]"
"1737","High","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice3",0.68,0.261772353134443,"Q >= newx1High[1] & Q <= newx1High[2]"
"1738","High","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice1",0.76,0.740116338670049,"Q >= newx1High[1] & Q <= newx1High[2]"
"1739","High","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice2",0.22,0.74011626290994,"Q >= newx1High[1] & Q <= newx1High[2]"
"1740","High","Chub","Adult","Velocity","J01-100","201105_Aliso_Recalibration_Update","slice3",2.36,0.740116238466559,"Q >= newx1High[1] & Q <= newx1High[2]"
"1741","Low","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice1",3.35,37.6583662720951,"Q >= newx1Low"
"1742","Low","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice2",1.16,37.6583820518536,"Q >= newx1Low"
"1743","Low","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice3",3.47,37.6583718294061,"Q >= newx1Low"
"1744","Low","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Low"
"1745","Low","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice2",NA,NA,"Q >= newx1Low"
"1746","Low","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice3",NA,NA,"Q >= newx1Low"
"1747","Med","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice1",5.71,53.1892758384932,"Q >= newx1Med"
"1748","Med","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice2",2.61,53.1892758396028,"Q >= newx1Med"
"1749","Med","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice3",5.88,53.1892764908641,"Q >= newx1Med"
"1750","Med","Chub","Adult","Depth","J03-010","201105_Aliso_Recalibration_Update","slice1",NA,NA,"Q >= newx1Med"
